1 	-0.249582 	-2.22045e-16 	99.9615 	0 	-2.22045e-16 	99.9615 	0
1.05263 	450.418 	0.000930634 	91.2916 	-9.28837e-21 	0.000930634 	91.2916 	-9.28837e-21
1.10526 	822.549 	0.00133383 	83.3321 	0 	0.00133383 	83.3321 	0
1.15789 	1119.25 	0.000924027 	75.9378 	-5.50699e-20 	0.000924027 	75.9378 	-5.50699e-20
1.21053 	1352.57 	-0.000264644 	69.0612 	-3.3073e-26 	-0.000264644 	69.0612 	-3.3073e-26
1.26316 	1536.48 	-0.00169003 	62.6279 	2.27304e-19 	-0.00169003 	62.6279 	2.27304e-19
1.31579 	1681.29 	-0.00299265 	56.5784 	4.85114e-19 	-0.00299265 	56.5784 	4.85114e-19
1.36842 	1794.82 	-0.00399571 	50.8674 	3.34315e-19 	-0.00399571 	50.8674 	3.34315e-19
1.42105 	1882.11 	-0.00490712 	45.4708 	4.57909e-19 	-0.00490712 	45.4708 	4.57909e-19
1.47368 	1947.34 	-0.00533878 	40.4651 	4.81528e-19 	-0.00533878 	40.4651 	4.81528e-19
1.52632 	1997.08 	-0.00488312 	35.7353 	2.11259e-19 	-0.00488312 	35.7353 	2.11259e-19
1.57895 	2034.97 	-0.00364327 	31.1663 	-7.21709e-20 	-0.00364327 	31.1663 	-7.21709e-20
1.63158 	2062.79 	-0.00227879 	26.7056 	2.79295e-26 	-0.00227879 	26.7056 	2.79295e-26
1.68421 	2082.06 	-0.00138574 	22.4381 	6.05356e-26 	-0.00138574 	22.4381 	6.05356e-26
1.73684 	2095.01 	-0.000800005 	18.3406 	-3.88019e-26 	-0.000800005 	18.3406 	-3.88019e-26
1.78947 	2103.18 	-0.000423686 	14.4004 	5.87671e-26 	-0.000423686 	14.4004 	5.87671e-26
1.84211 	2107.76 	-0.000194437 	10.6086 	-7.02631e-26 	-0.000194437 	10.6086 	-7.02631e-26
1.89474 	2109.92 	-6.86239e-05 	6.95556 	-7.64845e-20 	-6.86239e-05 	6.95556 	-7.64845e-20
1.94737 	2110.69 	-1.26818e-05 	3.42482 	-5.10229e-20 	-1.26818e-05 	3.42482 	-5.10229e-20
2 	2110.78 	-1.48808e-19 	7.29742e-14 	1.81233e-34 	-1.48808e-19 	7.29742e-14 	1.81233e-34
