1 	-5.04763 	-2.22045e-16 	99.9615 	0 	-2.22045e-16 	99.9615 	0
1.05263 	431.296 	0.00137609 	88.4014 	-8.84504e-21 	0.00137609 	88.4014 	-8.84504e-21
1.10526 	768.983 	0.00221376 	78.0757 	0 	0.00221376 	78.0757 	0
1.15789 	1021.01 	0.00200581 	68.7546 	-4.9111e-20 	0.00200581 	68.7546 	-4.9111e-20
1.21053 	1205.34 	0.000875254 	60.353 	-3.75677e-25 	0.000875254 	60.353 	-3.75677e-25
1.26316 	1340.34 	-0.000494188 	52.7488 	1.85469e-19 	-0.000494188 	52.7488 	1.85469e-19
1.31579 	1438.81 	-0.00171203 	45.8498 	3.89362e-19 	-0.00171203 	45.8498 	3.89362e-19
1.36842 	1510.11 	-0.00259483 	39.5886 	2.65408e-19 	-0.00259483 	39.5886 	2.65408e-19
1.42105 	1560.36 	-0.00329454 	33.9351 	3.52659e-19 	-0.00329454 	33.9351 	3.52659e-19
1.47368 	1594.7 	-0.00345628 	28.9423 	3.68859e-19 	-0.00345628 	28.9423 	3.68859e-19
1.52632 	1618.72 	-0.00288002 	24.4515 	1.61788e-19 	-0.00288002 	24.4515 	1.61788e-19
1.57895 	1635.35 	-0.00180267 	20.3414 	-5.5327e-20 	-0.00180267 	20.3414 	-5.5327e-20
1.63158 	1646.28 	-0.000869998 	16.5797 	3.39594e-25 	-0.000869998 	16.5797 	3.39594e-25
1.68421 	1653.02 	-0.000392218 	13.2306 	7.16621e-25 	-0.000392218 	13.2306 	7.16621e-25
1.73684 	1657.02 	-0.000141671 	10.2477 	-4.38178e-25 	-0.000141671 	10.2477 	-4.38178e-25
1.78947 	1659.21 	-2.6746e-05 	7.60458 	5.84551e-25 	-2.6746e-05 	7.60458 	5.84551e-25
1.84211 	1660.24 	1.45732e-05 	5.28215 	-7.20798e-25 	1.45732e-05 	5.28215 	-7.20798e-25
1.89474 	1660.61 	2.03905e-05 	3.26096 	-5.99078e-20 	2.03905e-05 	3.26096 	-5.99078e-20
1.94737 	1660.69 	1.09427e-05 	1.50837 	-4.0104e-20 	1.09427e-05 	1.50837 	-4.0104e-20
2 	1660.69 	-2.90062e-20 	3.08541e-14 	1.42585e-34 	-2.90062e-20 	3.08541e-14 	1.42585e-34
