# y+ ()                 
# Time                  	patch                   	min                     	max                     	average                 
565                     	Top	1.2395271376768835e+02	1.5975866104349569e+02	1.3793153188471268e+02
565                     	Bottom	1.2241159366802691e+02	1.5811277781450849e+02	1.3914899835375394e+02
565                     	circle	1.6689598627871074e+01	6.6485337019444984e+01	4.4752578642105540e+01
565.5                   	Top	1.2394947232521010e+02	1.5976237733685639e+02	1.3793211062700868e+02
565.5                   	Bottom	1.2241319383370519e+02	1.5811136482247318e+02	1.3914893967962027e+02
565.5                   	circle	1.5286922857051271e+01	6.6441155550889661e+01	4.4685911146191302e+01
566                     	Top	1.2394742579817522e+02	1.5976744423416727e+02	1.3793549417037170e+02
566                     	Bottom	1.2241276713142285e+02	1.5811168757656009e+02	1.3914590934894480e+02
566                     	circle	1.4028052106822425e+01	6.6388151740884908e+01	4.4589674232722693e+01
566.5                   	Top	1.2394735162683801e+02	1.5977180498289977e+02	1.3793997362654517e+02
566.5                   	Bottom	1.2241097162575852e+02	1.5811398151371677e+02	1.3914146936204577e+02
566.5                   	circle	1.3547300970075998e+01	6.6351114436668368e+01	4.4513130565731508e+01
567                     	Top	1.2394953653282630e+02	1.5977300757426664e+02	1.3794368205549537e+02
567                     	Bottom	1.2240807260013676e+02	1.5811663584419878e+02	1.3913744422142906e+02
567                     	circle	1.4155573525425002e+01	6.6347027557161354e+01	4.4492392880261050e+01
567.5                   	Top	1.2395294631248539e+02	1.5977084772119306e+02	1.3794501690818026e+02
567.5                   	Bottom	1.2240546956196610e+02	1.5811853644239315e+02	1.3913584014837477e+02
567.5                   	circle	1.5537718336466108e+01	6.6377141622313133e+01	4.4534846637900365e+01
568                     	Top	1.2395581700762322e+02	1.5976632014915108e+02	1.3794302295795606e+02
568                     	Bottom	1.2240483621575886e+02	1.5811922621850331e+02	1.3913730041595210e+02
568                     	circle	1.6943669791834957e+01	6.6427433741471191e+01	4.4618523590292263e+01
568.5                   	Top	1.2395703966278539e+02	1.5976138396653448e+02	1.3793893238151389e+02
568.5                   	Bottom	1.2240599262625334e+02	1.5811797038055582e+02	1.3914122354941074e+02
568.5                   	circle	1.7733154446864170e+01	6.6475102366290301e+01	4.4705017228649531e+01
569                     	Top	1.2395602643978830e+02	1.5975823743574890e+02	1.3793451140572375e+02
569                     	Bottom	1.2240845305202852e+02	1.5811540999631640e+02	1.3914572154420983e+02
569                     	circle	1.7664443486638035e+01	6.6499042430225487e+01	4.4758978730023458e+01
569.5                   	Top	1.2395302703076490e+02	1.5975845565506535e+02	1.3793164224777499e+02
569.5                   	Bottom	1.2241136763259344e+02	1.5811298059046550e+02	1.3914884729088544e+02
569.5                   	circle	1.6803352077780939e+01	6.6488171831202749e+01	4.4755980318932394e+01
570                     	Top	1.2394974578870891e+02	1.5976194408319077e+02	1.3793192762223367e+02
570                     	Bottom	1.2241312672509387e+02	1.5811142890962708e+02	1.3914908048238675e+02
570                     	circle	1.5421146508296198e+01	6.6445984029596218e+01	4.4693997927610617e+01
570.5                   	Top	1.2394755053466999e+02	1.5976696198787485e+02	1.3793511643868578e+02
570.5                   	Bottom	1.2241286590359631e+02	1.5811156055366450e+02	1.3914627641891408e+02
570.5                   	circle	1.4119953926291547e+01	6.6392728625240167e+01	4.4598457177260848e+01
571                     	Top	1.2394725907442995e+02	1.5977151114641649e+02	1.3793956305863523e+02
571                     	Bottom	1.2241119496877749e+02	1.5811372970807051e+02	1.3914189362038937e+02
571                     	circle	1.3546633703267952e+01	6.6353313845564969e+01	4.4518222123828188e+01
571.5                   	Top	1.2394925610165484e+02	1.5977303973691164e+02	1.3794340507677828e+02
571.5                   	Bottom	1.2240835322158757e+02	1.5811640463969852e+02	1.3913773780258413e+02
571.5                   	circle	1.4058068764154182e+01	6.6345906971293886e+01	4.4491577702960697e+01
572                     	Top	1.2395261373102755e+02	1.5977113391834058e+02	1.3794499026495043e+02
572                     	Bottom	1.2240564694937952e+02	1.5811840611155887e+02	1.3913585160544662e+02
572                     	circle	1.5400167578068887e+01	6.6373380106825067e+01	4.4528746664029278e+01
572.5                   	Top	1.2395560910475864e+02	1.5976679113381769e+02	1.3794331421924136e+02
572.5                   	Bottom	1.2240481785688904e+02	1.5811924479081239e+02	1.3913704077968549e+02
572.5                   	circle	1.6832096315765096e+01	6.6422535074142317e+01	4.4610053362854224e+01
573                     	Top	1.2395700459941851e+02	1.5976179158719793e+02	1.3793934223767607e+02
573                     	Bottom	1.2240582155018164e+02	1.5811815924770843e+02	1.3914080001847290e+02
573                     	circle	1.7695805282576721e+01	6.6471454744099375e+01	4.4697961193841500e+01
573.5                   	Top	1.2395620909883934e+02	1.5975840091946151e+02	1.3793487695411656e+02
573.5                   	Bottom	1.2240818879526307e+02	1.5811566259669328e+02	1.3914532722060730e+02
573.5                   	circle	1.7705684095425454e+01	6.6498200864669812e+01	4.4756092810736156e+01
574                     	Top	1.2395333385121155e+02	1.5975827683411291e+02	1.3793177604983981e+02
574                     	Bottom	1.2241113334220488e+02	1.5811319397712504e+02	1.3914867196767608e+02
574                     	circle	1.6913466809867884e+01	6.6490783311966069e+01	4.4758955341190337e+01
574.5                   	Top	1.2395002610668475e+02	1.5976153085175329e+02	1.3793176859319686e+02
574.5                   	Bottom	1.2241304386649350e+02	1.5811150712038020e+02	1.3914919866889286e+02
574.5                   	circle	1.5556251545207024e+01	6.6450715047666094e+01	4.4701780238547173e+01
575                     	Top	1.2394768598775653e+02	1.5976646964963075e+02	1.3793474488013544e+02
575                     	Bottom	1.2241294177516674e+02	1.5811143748491040e+02	1.3914661839227250e+02
575                     	circle	1.4218156661313239e+01	6.6397425875755630e+01	4.4607377395652463e+01
575.5                   	Top	1.2394718411575074e+02	1.5977118631211093e+02	1.3793914388790157e+02
575.5                   	Bottom	1.2241140144057691e+02	1.5811347377807078e+02	1.3914231412179245e+02
575.5                   	circle	1.3555777888768166e+01	6.6355795528588146e+01	4.4523794158374606e+01
576                     	Top	1.2394899794372895e+02	1.5977304843074083e+02	1.3794312250544274e+02
576                     	Bottom	1.2240864147096794e+02	1.5811617815497132e+02	1.3913805742534623e+02
576                     	circle	1.3967774646858368e+01	6.6345071360417222e+01	4.4491312441404645e+01
576.5                   	Top	1.2395229967831271e+02	1.5977141443195850e+02	1.3794497977227658e+02
576.5                   	Bottom	1.2240582824842012e+02	1.5811825899638112e+02	1.3913588526065050e+02
576.5                   	circle	1.5261219254356815e+01	6.6369658172438591e+01	4.4522955570179022e+01
577                     	Top	1.2395538331744005e+02	1.5976725569810122e+02	1.3794358192919680e+02
577                     	Bottom	1.2240481138037308e+02	1.5811924105894781e+02	1.3913680004257881e+02
577                     	circle	1.6715223425505982e+01	6.6417629231593295e+01	4.4601636005872962e+01
577.5                   	Top	1.2395696297052440e+02	1.5976222106120846e+02	1.3793976695975942e+02
577.5                   	Bottom	1.2240566026353788e+02	1.5811833536616891e+02	1.3914038613705728e+02
577.5                   	circle	1.7650593627663270e+01	6.6467567545760318e+01	4.4690607415653957e+01
578                     	Top	1.2395638134012644e+02	1.5975858227214133e+02	1.3793523725413570e+02
578                     	Bottom	1.2240794804309607e+02	1.5811593690886210e+02	1.3914493447049611e+02
578                     	circle	1.7740705185570210e+01	6.6497144384363153e+01	4.4752778619624060e+01
578.5                   	Top	1.2395363810466515e+02	1.5975812859670762e+02	1.3793194882700871e+02
578.5                   	Bottom	1.2241087779089587e+02	1.5811340580565781e+02	1.3914845471521485e+02
578.5                   	circle	1.7016145050977165e+01	6.6492997801158282e+01	4.4761376091788115e+01
579                     	Top	1.2395031611069531e+02	1.5976112973176572e+02	1.3793163774666877e+02
579                     	Bottom	1.2241293985585483e+02	1.5811159752091967e+02	1.3914928570193672e+02
579                     	circle	1.5691454942172571e+01	6.6455324411496193e+01	4.4709210486530431e+01
579.5                   	Top	1.2394783911451539e+02	1.5976598219770420e+02	1.3793438720806154e+02
579.5                   	Bottom	1.2241301335234593e+02	1.5811134182431053e+02	1.3914695258837466e+02
579.5                   	circle	1.4322363588316010e+01	6.6402226846716715e+01	4.4616403589480171e+01
580                     	Top	1.2394713742230999e+02	1.5977083309564887e+02	1.3793872841106432e+02
580                     	Bottom	1.2241159502247324e+02	1.5811322456250332e+02	1.3914273601322799e+02
580                     	circle	1.3574594258794368e+01	6.6358556123538492e+01	4.4529826325356140e+01
580.5                   	Top	1.2394873286109798e+02	1.5977303409304020e+02	1.3794282426167547e+02
580.5                   	Bottom	1.2240891412393394e+02	1.5811593578857108e+02	1.3913838465848050e+02
580.5                   	circle	1.3884968458088057e+01	6.6344506968846261e+01	4.4491585459479744e+01
581                     	Top	1.2395198054588781e+02	1.5977167342466251e+02	1.3794494307759041e+02
581                     	Bottom	1.2240601250753400e+02	1.5811808581535647e+02	1.3913593772343395e+02
581                     	circle	1.5122598630624600e+01	6.6366119958051044e+01	4.4517581368214138e+01
581.5                   	Top	1.2395515527749308e+02	1.5976771560777465e+02	1.3794383856875459e+02
581.5                   	Bottom	1.2240482899425660e+02	1.5811923240669893e+02	1.3913659071421853e+02
581.5                   	circle	1.6593695425519744e+01	6.6412742087966080e+01	4.4593319287531216e+01
582                     	Top	1.2395690249554821e+02	1.5976266265362534e+02	1.3794018687366955e+02
582                     	Bottom	1.2240550625439855e+02	1.5811849163150492e+02	1.3913997760432392e+02
582                     	circle	1.7598017034282002e+01	6.6463501415674500e+01	4.4683019971515925e+01
582.5                   	Top	1.2395653864218859e+02	1.5975880028873664e+02	1.3793562890208003e+02
582.5                   	Bottom	1.2240769067522096e+02	1.5811618318510006e+02	1.3914452503751195e+02
582.5                   	circle	1.7768346681864088e+01	6.6495722386335956e+01	4.4748958023975000e+01
583                     	Top	1.2395393724966370e+02	1.5975801011995378e+02	1.3793214613968252e+02
583                     	Bottom	1.2241061112371385e+02	1.5811361874954275e+02	1.3914821295077641e+02
583                     	circle	1.7113734786410056e+01	6.6494923097193166e+01	4.4763257826212758e+01
583.5                   	Top	1.2395061494415985e+02	1.5976074306488525e+02	1.3793153437780160e+02
583.5                   	Bottom	1.2241281537569647e+02	1.5811169936708441e+02	1.3914934219852523e+02
583.5                   	circle	1.5826400029092747e+01	6.6459798610875666e+01	4.4716268923628014e+01
584                     	Top	1.2394800430564473e+02	1.5976550182593081e+02	1.3793403383221150e+02
584                     	Bottom	1.2241309251032008e+02	1.5811128765703938e+02	1.3914727239350037e+02
584                     	circle	1.4431998323738290e+01	6.6407118709321281e+01	4.4625500423829642e+01
584.5                   	Top	1.2394711259483348e+02	1.5977045208987181e+02	1.3793831185345510e+02
584.5                   	Bottom	1.2241176884007785e+02	1.5811297229636645e+02	1.3914315193110937e+02
584.5                   	circle	1.3602961158224510e+01	6.6361575185889663e+01	4.4536295413867059e+01
585                     	Top	1.2394850809301572e+02	1.5977298589010744e+02	1.3794252029506416e+02
585                     	Bottom	1.2240919538415760e+02	1.5811569554682893e+02	1.3913873975444795e+02
585                     	circle	1.3810545143508008e+01	6.6344265291151530e+01	4.4492439869921668e+01
585.5                   	Top	1.2395167099268880e+02	1.5977191397349236e+02	1.3794489235749603e+02
585.5                   	Bottom	1.2240620912398384e+02	1.5811790181760202e+02	1.3913601398186151e+02
585.5                   	circle	1.4983372014676100e+01	6.6362717211332907e+01	4.4512623203969525e+01
586                     	Top	1.2395490400967901e+02	1.5976816465885301e+02	1.3794406438513633e+02
586                     	Bottom	1.2240485247858429e+02	1.5811919063318445e+02	1.3913639843222393e+02
586                     	circle	1.6467968616559286e+01	6.6407888982289279e+01	4.4585129817457656e+01
586.5                   	Top	1.2395682535568825e+02	1.5976311264704981e+02	1.3794059502108570e+02
586.5                   	Bottom	1.2240536569213255e+02	1.5811863171118281e+02	1.3913958041096140e+02
586.5                   	circle	1.7538167126665389e+01	6.6459275248840910e+01	4.4675227303290782e+01
587                     	Top	1.2395668071520606e+02	1.5975904795072623e+02	1.3793603445827543e+02
587                     	Bottom	1.2240743268310267e+02	1.5811641462995507e+02	1.3914410783217843e+02
587                     	circle	1.7788837629617166e+01	6.6493994810959578e+01	4.4744679236988901e+01
587.5                   	Top	1.2395428338869263e+02	1.5975791403343084e+02	1.3793238176043198e+02
587.5                   	Bottom	1.2241032822256562e+02	1.5811379738152726e+02	1.3914795331984794e+02
587.5                   	circle	1.7205877212350678e+01	6.6496547172414523e+01	4.4764590360455486e+01
588                     	Top	1.2395092096770986e+02	1.5976037416294977e+02	1.3793145694258848e+02
588                     	Bottom	1.2241267700744818e+02	1.5811181697117061e+02	1.3914937204308535e+02
588                     	circle	1.5960475991867451e+01	6.6464117806011018e+01	4.4722915447837792e+01
588.5                   	Top	1.2394817509546994e+02	1.5976503958590038e+02	1.3793368649893097e+02
588.5                   	Bottom	1.2241316887580200e+02	1.5811125793058775e+02	1.3914758673925618e+02
588.5                   	circle	1.4546846850363206e+01	6.6412081410272449e+01	4.4634631037676520e+01
589                     	Top	1.2394712305734123e+02	1.5977004493596343e+02	1.3793790421403975e+02
589                     	Bottom	1.2241193504796468e+02	1.5811273556191807e+02	1.3914357076483327e+02
589                     	circle	1.3640468124992568e+01	6.6364846173859661e+01	4.4543162962751673e+01
589.5                   	Top	1.2394828849989138e+02	1.5977290619823651e+02	1.3794218728639467e+02
589.5                   	Bottom	1.2240946927680095e+02	1.5811544367969799e+02	1.3913910513760229e+02
589.5                   	circle	1.3744736988901716e+01	6.6344342839192365e+01	4.4493856811387097e+01
590                     	Top	1.2395135286092479e+02	1.5977213727233516e+02	1.3794479871369415e+02
590                     	Bottom	1.2240643152561240e+02	1.5811771570532238e+02	1.3913612827186310e+02
590                     	circle	1.4847900627175477e+01	6.6359592008093898e+01	4.4508136369764223e+01
590.5                   	Top	1.2395464721526702e+02	1.5976860556369189e+02	1.3794427535014839e+02
590.5                   	Bottom	1.2240490413750615e+02	1.5811914909460171e+02	1.3913624191382490e+02
590.5                   	circle	1.6338432454203215e+01	6.6403089761398064e+01	4.4577085057172845e+01
591                     	Top	1.2395673140266989e+02	1.5976357035444929e+02	1.3794099226020504e+02
591                     	Bottom	1.2240524298064268e+02	1.5811876219511547e+02	1.3913919774086600e+02
591                     	circle	1.7471063322429529e+01	6.6454903827812714e+01	4.4667242582402572e+01
591.5                   	Top	1.2395680804835223e+02	1.5975932124748542e+02	1.3793645325310001e+02
591.5                   	Bottom	1.2240718797209706e+02	1.5811664880520226e+02	1.3914369033079689e+02
591.5                   	circle	1.7802186192556810e+01	6.6491980735287456e+01	4.4739958993313977e+01
592                     	Top	1.2395458058385402e+02	1.5975785582091223e+02	1.3793262581901715e+02
592                     	Bottom	1.2241004604034590e+02	1.5811400311253934e+02	1.3914767053838463e+02
592                     	circle	1.7292336235559663e+01	6.6497868532947962e+01	4.4765369628185901e+01
592.5                   	Top	1.2395122951604965e+02	1.5976002379504939e+02	1.3793140503900000e+02
592.5                   	Bottom	1.2241252463345251e+02	1.5811195117535897e+02	1.3914937387753753e+02
592.5                   	circle	1.6093169096439535e+01	6.6468267183629550e+01	4.4729123278565595e+01
593                     	Top	1.2394835970148459e+02	1.5976457565642204e+02	1.3793335735920920e+02
593                     	Bottom	1.2241322410028000e+02	1.5811124229244879e+02	1.3914787904362188e+02
593                     	circle	1.4666116175950648e+01	6.6417086441170113e+01	4.4643734101703920e+01
593.5                   	Top	1.2394714047995298e+02	1.5976960816750943e+02	1.3793749058804681e+02
593.5                   	Bottom	1.2241206928084806e+02	1.5811248526703329e+02	1.3914397099953891e+02
593.5                   	circle	1.3686822186585964e+01	6.6368342790312994e+01	4.4550395196361627e+01
594                     	Top	1.2394808159499304e+02	1.5977279275065155e+02	1.3794183499797529e+02
594                     	Bottom	1.2240974129281540e+02	1.5811518904362055e+02	1.3913948450625011e+02
594                     	circle	1.3687846426868031e+01	6.6344743190142125e+01	4.4495835094593176e+01
594.5                   	Top	1.2395102357640901e+02	1.5977236431055547e+02	1.3794466295981346e+02
594.5                   	Bottom	1.2240670778638601e+02	1.5811756267178984e+02	1.3913629608612189e+02
594.5                   	circle	1.4716613925535244e+01	6.6356747447703071e+01	4.4504154602237755e+01
595                     	Top	1.2395437059265291e+02	1.5976903303570157e+02	1.3794445919943661e+02
595                     	Bottom	1.2240496683624296e+02	1.5811908569969449e+02	1.3913610859600371e+02
595                     	circle	1.6205620117628339e+01	6.6398361474921515e+01	4.4569221558959015e+01
595.5                   	Top	1.2395661313566319e+02	1.5976403505536069e+02	1.3794137544607685e+02
595.5                   	Bottom	1.2240513455371655e+02	1.5811887810704738e+02	1.3913882867076799e+02
595.5                   	circle	1.7396792878128416e+01	6.6450402118474912e+01	4.4659099309616998e+01
596                     	Top	1.2395691167532178e+02	1.5975962319192334e+02	1.3793688400312749e+02
596                     	Bottom	1.2240695525782964e+02	1.5811688789963856e+02	1.3914327531871351e+02
596                     	circle	1.7808297723276279e+01	6.6489687705382963e+01	4.4734827995226915e+01
596.5                   	Top	1.2395486911854697e+02	1.5975783529920434e+02	1.3793290212397594e+02
596.5                   	Bottom	1.2240976893661748e+02	1.5811422783261622e+02	1.3914737573877386e+02
596.5                   	circle	1.7372593322482306e+01	6.6498862292322443e+01	4.4765597510571645e+01
597                     	Top	1.2395153810871243e+02	1.5975969462492878e+02	1.3793138134730881e+02
597                     	Bottom	1.2241235715837142e+02	1.5811209962606208e+02	1.3914934847650844e+02
597                     	circle	1.6223491758741933e+01	6.6472224374981110e+01	4.4734884438090560e+01
597.5                   	Top	1.2394856004333822e+02	1.5976411210311159e+02	1.3793305248964302e+02
597.5                   	Bottom	1.2241325859972753e+02	1.5811124200974555e+02	1.3914814903179695e+02
597.5                   	circle	1.4789331812841230e+01	6.6422112533062474e+01	4.4652770335826780e+01
598                     	Top	1.2394716587438209e+02	1.5976919062294414e+02	1.3793706755071159e+02
598                     	Bottom	1.2241224667066659e+02	1.5811230369374272e+02	1.3914439596729608e+02
598                     	circle	1.3742241888785113e+01	6.6372082705426223e+01	4.4557996117671244e+01
598.5                   	Top	1.2394789227419993e+02	1.5977264732997705e+02	1.3794146998602091e+02
598.5                   	Bottom	1.2241000864594325e+02	1.5811493624154559e+02	1.3913987782238260e+02
598.5                   	circle	1.3640281562899920e+01	6.6345466240694009e+01	4.4498380193743486e+01
599                     	Top	1.2395070063380608e+02	1.5977256131601283e+02	1.3794450558173580e+02
599                     	Bottom	1.2240698965378144e+02	1.5811739770072873e+02	1.3913649212536373e+02
599                     	circle	1.4589784285027408e+01	6.6354178362156915e+01	4.4500687265732402e+01
599.5                   	Top	1.2395408227773372e+02	1.5976944434101830e+02	1.3794461827490539e+02
599.5                   	Bottom	1.2240504142726424e+02	1.5811900048675321e+02	1.3913599983660160e+02
599.5                   	circle	1.6070079607209397e+01	6.6393724889520385e+01	4.4561573960321034e+01
600                     	Top	1.2395647838246133e+02	1.5976450505432663e+02	1.3794174641069975e+02
600                     	Bottom	1.2240504248475992e+02	1.5811898047664599e+02	1.3913847736456793e+02
600                     	circle	1.7315452808054747e+01	6.6445791818825214e+01	4.4650832726210488e+01
600.5                   	Top	1.2395697313820972e+02	1.5975995387069119e+02	1.3793730688685918e+02
600.5                   	Bottom	1.2240672522266706e+02	1.5811711107533816e+02	1.3914284793027642e+02
600.5                   	circle	1.7806967624299393e+01	6.6487116623478315e+01	4.4729296710028002e+01
601                     	Top	1.2395513979208921e+02	1.5975785019278601e+02	1.3793320279553907e+02
601                     	Bottom	1.2240948191198973e+02	1.5811444906589293e+02	1.3914705362080841e+02
601                     	circle	1.7445198147478674e+01	6.6499482921465486e+01	4.4765257718937086e+01
601.5                   	Top	1.2395184595254976e+02	1.5975938920652888e+02	1.3793138349441824e+02
601.5                   	Bottom	1.2241217561968251e+02	1.5811225979056712e+02	1.3914929486572947e+02
601.5                   	circle	1.6350322598357046e+01	6.6475971012012920e+01	4.4740186112312649e+01
602                     	Top	1.2394878151917348e+02	1.5976365223198110e+02	1.3793277518242820e+02
602                     	Bottom	1.2241327734402472e+02	1.5811126269810222e+02	1.3914839845206478e+02
602                     	circle	1.4915916815124305e+01	6.6427139091440026e+01	4.4661693650127070e+01
602.5                   	Top	1.2394720008109780e+02	1.5976875387969997e+02	1.3793664106539478e+02
602.5                   	Bottom	1.2241240306062393e+02	1.5811212265210159e+02	1.3914480573235855e+02
602.5                   	circle	1.3806047536155292e+01	6.6376026984232055e+01	4.4565912412243058e+01
603                     	Top	1.2394772164154078e+02	1.5977246831016154e+02	1.3794109202860679e+02
603                     	Bottom	1.2241027257162878e+02	1.5811468508899787e+02	1.3914028366226643e+02
603                     	circle	1.3602227573701038e+01	6.6346502731194064e+01	4.4501480845733504e+01
603.5                   	Top	1.2395038170900139e+02	1.5977272378891803e+02	1.3794432164606039e+02
603.5                   	Bottom	1.2240726867847961e+02	1.5811721294844074e+02	1.3913670908528118e+02
603.5                   	circle	1.4467993500338727e+01	6.6351888499065325e+01	4.4497748536570214e+01
604                     	Top	1.2395379280673201e+02	1.5976984737748703e+02	1.3794476479351505e+02
604                     	Bottom	1.2240513170689175e+02	1.5811890101025969e+02	1.3913592426214382e+02
604                     	circle	1.5932319997216345e+01	6.6389169577940194e+01	4.4554169143455873e+01
604.5                   	Top	1.2395632582463517e+02	1.5976497860293898e+02	1.3794210153470516e+02
604.5                   	Bottom	1.2240496565373954e+02	1.5811906675903137e+02	1.3913814222561584e+02
604.5                   	circle	1.7227324943877807e+01	6.6441085252249266e+01	4.4642465553624092e+01
605                     	Top	1.2395702911985624e+02	1.5976031382193588e+02	1.3793774290355486e+02
605                     	Bottom	1.2240652353550469e+02	1.5811735143642210e+02	1.3914243703597114e+02
605                     	circle	1.7798257330420551e+01	6.6484281764641707e+01	4.4723400640608311e+01
605.5                   	Top	1.2395540342761061e+02	1.5975790077222703e+02	1.3793352848271982e+02
605.5                   	Bottom	1.2240919972783568e+02	1.5811468156419321e+02	1.3914672140653556e+02
605.5                   	circle	1.7511490891373718e+01	6.6499791760444040e+01	4.4764364852564320e+01
606                     	Top	1.2395215449323349e+02	1.5975910734593404e+02	1.3793141199828622e+02
606                     	Bottom	1.2241198074422897e+02	1.5811243238208112e+02	1.3914921374450245e+02
606                     	circle	1.6473631898866959e+01	6.6479498151133342e+01	4.4745011806292318e+01
606.5                   	Top	1.2394901270360403e+02	1.5976319486487853e+02	1.3793251661562726e+02
606.5                   	Bottom	1.2241326786942187e+02	1.5811128720322682e+02	1.3914861562615047e+02
606.5                   	circle	1.5045312682306557e+01	6.6432144136599732e+01	4.4670458489018138e+01
607                     	Top	1.2394726117524051e+02	1.5976830254116354e+02	1.3793622632697625e+02
607                     	Bottom	1.2241254826498356e+02	1.5811195909594196e+02	1.3914520887115506e+02
607                     	circle	1.3877824580421651e+01	6.6380163036158748e+01	4.4574109364083064e+01
607.5                   	Top	1.2394757604262911e+02	1.5977226343425562e+02	1.3794070809017197e+02
607.5                   	Bottom	1.2241053340678131e+02	1.5811444195624719e+02	1.3914070135326500e+02
607.5                   	circle	1.3573822654251742e+01	6.6347854490887542e+01	4.4505122745543083e+01
608                     	Top	1.2395007187497581e+02	1.5977285340592692e+02	1.3794411323407445e+02
608                     	Bottom	1.2240754719593390e+02	1.5811701015806915e+02	1.3913694692448718e+02
608                     	circle	1.4351718569919257e+01	6.6349891751538635e+01	4.4495347129637366e+01
608.5                   	Top	1.2395349431669177e+02	1.5977023107532466e+02	1.3794488415943528e+02
608.5                   	Bottom	1.2240523063521638e+02	1.5811877661938470e+02	1.3913587246947424e+02
608.5                   	circle	1.5793080128640497e+01	6.6384742462834922e+01	4.4547039762699761e+01
609                     	Top	1.2395615751434237e+02	1.5976545351115189e+02	1.3794244150145332e+02
609                     	Bottom	1.2240490456235425e+02	1.5811913731792336e+02	1.3913782532431435e+02
609                     	circle	1.7132655716923733e+01	6.6436302519283316e+01	4.4634027921514637e+01
609.5                   	Top	1.2395704989084096e+02	1.5976066991330407e+02	1.3793816308737021e+02
609.5                   	Bottom	1.2240631358438802e+02	1.5811756365313801e+02	1.3914199787812376e+02
609.5                   	circle	1.7782123337028530e+01	6.6481233329286226e+01	4.4717164968987674e+01
610                     	Top	1.2395564245592755e+02	1.5975799110772027e+02	1.3793386884335504e+02
610                     	Bottom	1.2240893223038758e+02	1.5811493768511872e+02	1.3914637921152175e+02
610                     	circle	1.7571424473697132e+01	6.6499786800738903e+01	4.4762930766660524e+01
610.5                   	Top	1.2395246294628316e+02	1.5975885288652057e+02	1.3793146883397137e+02
610.5                   	Bottom	1.2241177542023334e+02	1.5811262006095006e+02	1.3914910837828637e+02
610.5                   	circle	1.6593077752877466e+01	6.6482791152977072e+01	4.4749362707214630e+01
611                     	Top	1.2394925755283688e+02	1.5976274400701982e+02	1.3793228313177133e+02
611                     	Bottom	1.2241323566892108e+02	1.5811132379919744e+02	1.3914880486693357e+02
611                     	circle	1.5176921475820377e+01	6.6437103270028430e+01	4.4679020497620876e+01
611.5                   	Top	1.2394734300131579e+02	1.5976783750178603e+02	1.3793581998317691e+02
611.5                   	Bottom	1.2241267658506361e+02	1.5811180709831518e+02	1.3914559919515582e+02
611.5                   	circle	1.3957157278150463e+01	6.6384472508648514e+01	4.4582548595346580e+01
612                     	Top	1.2394743979563496e+02	1.5977202366003135e+02	1.3794030449948568e+02
612                     	Bottom	1.2241077319293268e+02	1.5811418370786370e+02	1.3914111716432848e+02
612                     	circle	1.3555254481124868e+01	6.6349513147826485e+01	4.4509297965883142e+01
612.5                   	Top	1.2394977549826666e+02	1.5977295000781143e+02	1.3794388390576029e+02
612.5                   	Bottom	1.2240782818210005e+02	1.5811679715978724e+02	1.3913720778259793e+02
612.5                   	circle	1.4241595758430536e+01	6.6348194499625407e+01	4.4493498009920920e+01
613                     	Top	1.2395320637244139e+02	1.5977057774445549e+02	1.3794498759698172e+02
613                     	Bottom	1.2240533251227917e+02	1.5811862691886066e+02	1.3913584323856927e+02
613                     	circle	1.5653065557941595e+01	6.6380469835052637e+01	4.4540215951400555e+01
613.5                   	Top	1.2395597608379936e+02	1.5976592931281056e+02	1.3794276667318971e+02
613.5                   	Bottom	1.2240486096141792e+02	1.5811919306591111e+02	1.3913752979622748e+02
613.5                   	circle	1.7031733274354018e+01	6.6431462470217113e+01	4.4625551422417878e+01
614                     	Top	1.2395704822039821e+02	1.5976105776726808e+02	1.3793858399371251e+02
614                     	Bottom	1.2240613723210609e+02	1.5811779496801316e+02	1.3914157506374332e+02
614                     	circle	1.7758521958497155e+01	6.6477965828691978e+01	4.4710643488927012e+01
614.5                   	Top	1.2395585522190530e+02	1.5975813072237304e+02	1.3793422346318269e+02
614.5                   	Bottom	1.2240866610037105e+02	1.5811519015530152e+02	1.3914603198356480e+02
614.5                   	circle	1.7625023717002701e+01	6.6499471956989026e+01	4.4760972730759391e+01
615                     	Top	1.2395276625629033e+02	1.5975862357686111e+02	1.3793154894205719e+02
615                     	Bottom	1.2241155798204935e+02	1.5811281658220872e+02	1.3914897595221086e+02
615                     	circle	1.6709669723129434e+01	6.6485849749562519e+01	4.4753210154898930e+01
615.5                   	Top	1.2394951880355373e+02	1.5976230094579319e+02	1.3793207697824451e+02
615.5                   	Bottom	1.2241318498577672e+02	1.5811137634227680e+02	1.3914896712307282e+02
615.5                   	circle	1.5310188630752654e+01	6.6442000085655323e+01	4.4687341300893429e+01
616                     	Top	1.2394745228599189e+02	1.5976736194118411e+02	1.3793543217663031e+02
616                     	Bottom	1.2241279211553069e+02	1.5811167271027242e+02	1.3914598030748911e+02
616                     	circle	1.4043555163975556e+01	6.6388935881496622e+01	4.4591193883296782e+01
616.5                   	Top	1.2394733042829638e+02	1.5977175689667760e+02	1.3793989961581232e+02
616.5                   	Bottom	1.2241101006367215e+02	1.5811393517261229e+02	1.3914154090676041e+02
616.5                   	circle	1.3546468144164633e+01	6.6351477459517938e+01	4.4513981732875266e+01
