# y+ ()                 
# Time                  	patch                   	min                     	max                     	average                 
1855.5                  	circle	1.7724154129827983e+01	6.6497711005903412e+01	4.4754521257753730e+01
1856                    	Top	1.2395348185045891e+02	1.5975820317064668e+02	1.3793186044826993e+02
1856                    	Bottom	1.2241102020949356e+02	1.5811331975539551e+02	1.3914857540515479e+02
1856                    	circle	1.6965349496574611e+01	6.6491930017205760e+01	4.4760248839893258e+01
1856.5                  	Top	1.2395016836966023e+02	1.5976132910952902e+02	1.3793169775240546e+02
1856.5                  	Bottom	1.2241299809510545e+02	1.5811155400245374e+02	1.3914924843482927e+02
1856.5                  	circle	1.5623707050694421e+01	6.6453029831642510e+01	4.4705547578557372e+01
1857                    	Top	1.2394776346035430e+02	1.5976622567132370e+02	1.3793456440254042e+02
1857                    	Bottom	1.2241298366147238e+02	1.5811139237944337e+02	1.3914679001981233e+02
1857                    	circle	1.4269317578517459e+01	6.6399804393761528e+01	4.4611875852559677e+01
1857.5                  	Top	1.2394716340210007e+02	1.5977101402849041e+02	1.3793893835573039e+02
1857.5                  	Bottom	1.2241150674315251e+02	1.5811335757090825e+02	1.3914253030009743e+02
1857.5                  	circle	1.3563857731364996e+01	6.6357135604119208e+01	4.4526748339747577e+01
1858                    	Top	1.2394886274657752e+02	1.5977304593760604e+02	1.3794297445834556e+02
1858                    	Bottom	1.2240878234360349e+02	1.5811606547277171e+02	1.3913822145938872e+02
1858                    	circle	1.3925527339360123e+01	6.6344748640096654e+01	4.4491378782206546e+01
1858.5                  	Top	1.2395214303430384e+02	1.5977154540100443e+02	1.3794496301375955e+02
1858.5                  	Bottom	1.2240591955870771e+02	1.5811817362486894e+02	1.3913590894395000e+02
1858.5                  	circle	1.5192084583627944e+01	6.6367868314119619e+01	4.4520229276659926e+01
1859                    	Top	1.2395526626973817e+02	1.5976748552110405e+02	1.3794370722819525e+02
1859                    	Bottom	1.2240481878834767e+02	1.5811923885045096e+02	1.3913669282461419e+02
1859                    	circle	1.6655774414249233e+01	6.6415196980054574e+01	4.4597516190021985e+01
1859.5                  	Top	1.2395693062971165e+02	1.5976244032918868e+02	1.3793997461154376e+02
1859.5                  	Bottom	1.2240558619623303e+02	1.5811841989524115e+02	1.3914018494797219e+02
1859.5                  	circle	1.7625801789959304e+01	6.6465576818062658e+01	4.4686893292913112e+01
1860                    	Top	1.2395645831082028e+02	1.5975868586155562e+02	1.3793542457493578e+02
1860                    	Bottom	1.2240782808410337e+02	1.5811606944938512e+02	1.3914473788715227e+02
1860                    	circle	1.7755751075976896e+01	6.6496499255175053e+01	4.4750973093491325e+01
1860.5                  	Top	1.2395376695222301e+02	1.5975807069825822e+02	1.3793203686937878e+02
1860.5                  	Bottom	1.2241076023511492e+02	1.5811353733249456e+02	1.3914834502008844e+02
1860.5                  	circle	1.7065625294905061e+01	6.6494003717424746e+01	4.4762407370614355e+01
1861                    	Top	1.2395045837613048e+02	1.5976093544166378e+02	1.3793157779338964e+02
1861                    	Bottom	1.2241288741375772e+02	1.5811165477578595e+02	1.3914932319046724e+02
1861                    	circle	1.5758862567978836e+01	6.6457576627299005e+01	4.4712796560349993e+01
1861.5                  	Top	1.2394791837188177e+02	1.5976573872347470e+02	1.3793420736950509e+02
1861.5                  	Bottom	1.2241305513259370e+02	1.5811131342029142e+02	1.3914711691757415e+02
1861.5                  	circle	1.4376244447735347e+01	6.6404653334306573e+01	4.4620939324667816e+01
1862                    	Top	1.2394712760009358e+02	1.5977064909124886e+02	1.3793852299346565e+02
1862                    	Bottom	1.2241169848325150e+02	1.5811311619507691e+02	1.3914295529300946e+02
1862                    	circle	1.3587416748652126e+01	6.6360029415527379e+01	4.4532996981858922e+01
1862.5                  	Top	1.2394861151313084e+02	1.5977301466312903e+02	1.3794266831541083e+02
1862.5                  	Bottom	1.2240905929783054e+02	1.5811582252385708e+02	1.3913856279867616e+02
1862.5                  	circle	1.3846801281939202e+01	6.6344342705450046e+01	4.4491935305990587e+01
1863                    	Top	1.2395182655598617e+02	1.5977179621140772e+02	1.3794491918566513e+02
1863                    	Bottom	1.2240611554025526e+02	1.5811800258009833e+02	1.3913597742176668e+02
1863                    	circle	1.5052938979952895e+01	6.6364392353519932e+01	4.4515053239226859e+01
1863.5                  	Top	1.2395502490902497e+02	1.5976794036556916e+02	1.3794394780393230e+02
1863.5                  	Bottom	1.2240484450137663e+02	1.5811922070983371e+02	1.3913649586608486e+02
1863.5                  	circle	1.6532027018051448e+01	6.6410324579505186e+01	4.4589250853569041e+01
1864                    	Top	1.2395685957640207e+02	1.5976288462324089e+02	1.3794038626204872e+02
1864                    	Bottom	1.2240544288507509e+02	1.5811857343095522e+02	1.3913978498284450e+02
1864                    	circle	1.7569573119462937e+01	6.6461428578956898e+01	4.4679194998656143e+01
1864.5                  	Top	1.2395660570998911e+02	1.5975892031836105e+02	1.3793582748075761e+02
1864.5                  	Bottom	1.2240757476519762e+02	1.5811631363227667e+02	1.3914432745198681e+02
1864.5                  	circle	1.7779724001048955e+01	6.6494916565754579e+01	4.4746910453405434e+01
1865                    	Top	1.2395411641422848e+02	1.5975795675995550e+02	1.3793225996667147e+02
1865                    	Bottom	1.2241048093259238e+02	1.5811371421352021e+02	1.3914809606381107e+02
1865                    	circle	1.7160485805733963e+01	6.6495781937349051e+01	4.4764013556196772e+01
1865.5                  	Top	1.2395075697853491e+02	1.5976055682405254e+02	1.3793148549352995e+02
1865.5                  	Bottom	1.2241275794399127e+02	1.5811176739241128e+02	1.3914936721928731e+02
1865.5                  	circle	1.5893366253382268e+01	6.6461977437510441e+01	4.4719643980513290e+01
1866                    	Top	1.2394807846547189e+02	1.5976527072236289e+02	1.3793385153600582e+02
1866                    	Bottom	1.2241314070721758e+02	1.5811127981380753e+02	1.3914743618527075e+02
1866                    	circle	1.4488469879643665e+01	6.6409585074422068e+01	4.4630049630091314e+01
1866.5                  	Top	1.2394710772597857e+02	1.5977025364365696e+02	1.3793810291396116e+02
1866.5                  	Bottom	1.2241186337290354e+02	1.5811286613693221e+02	1.3914336780256019e+02
1866.5                  	circle	1.3620324514287843e+01	6.6363172443003549e+01	4.4539660952697936e+01
1867                    	Top	1.2394838603882323e+02	1.5977295105116110e+02	1.3794234944390158e+02
1867                    	Bottom	1.2240933912498656e+02	1.5811558071541609e+02	1.3913892444111789e+02
1867                    	circle	1.3776613784373570e+01	6.6344265904361080e+01	4.4493067041422485e+01
1867.5                  	Top	1.2395150151719395e+02	1.5977202831107468e+02	1.3794484213958671e+02
1867.5                  	Bottom	1.2240632537147152e+02	1.5811781998860957e+02	1.3913607138536631e+02
1867.5                  	circle	1.4915521528639516e+01	6.6361129077571391e+01	4.4510325521416085e+01
1868                    	Top	1.2395477114373156e+02	1.5976838568057443e+02	1.3794416799203003e+02
1868                    	Bottom	1.2240488631622937e+02	1.5811918668121561e+02	1.3913632474212099e+02
1868                    	circle	1.6404199678802470e+01	6.6405497950016070e+01	4.4581120889644524e+01
1868.5                  	Top	1.2395677083961500e+02	1.5976333883356008e+02	1.3794078858099405e+02
1868.5                  	Bottom	1.2240531132883412e+02	1.5811871080055295e+02	1.3913939493022903e+02
1868.5                  	circle	1.7505972663722595e+01	6.6457127461832059e+01	4.4671296353778260e+01
1869                    	Top	1.2395674255110946e+02	1.5975918230961091e+02	1.3793624034007678e+02
1869                    	Bottom	1.2240732419041485e+02	1.5811655040718136e+02	1.3914391258570674e+02
1869                    	circle	1.7796597813625944e+01	6.6493038563726230e+01	4.4742405956689034e+01
1869.5                  	Top	1.2395442807441233e+02	1.5975788104462936e+02	1.3793249819612220e+02
1869.5                  	Bottom	1.2241020032690587e+02	1.5811391465625661e+02	1.3914782491103151e+02
1869.5                  	circle	1.7249744429488484e+01	6.6497249265022120e+01	4.4765064318362121e+01
1870                    	Top	1.2395106196660508e+02	1.5976019756696820e+02	1.3793142142032019e+02
1870                    	Bottom	1.2241261193201258e+02	1.5811189438832960e+02	1.3914938307715204e+02
1870                    	circle	1.6026770101230248e+01	6.6466210057756001e+01	4.4726065131234478e+01
1870.5                  	Top	1.2394825213615303e+02	1.5976480838329152e+02	1.3793351296397239e+02
1870.5                  	Bottom	1.2241320535211214e+02	1.5811125673597351e+02	1.3914773967164410e+02
1870.5                  	circle	1.4605565543369345e+01	6.6414569035734090e+01	4.4639165153565195e+01
1871                    	Top	1.2394711418844095e+02	1.5976983186581083e+02	1.3793768872999215e+02
1871                    	Bottom	1.2241201100179079e+02	1.5811261891851589e+02	1.3914377489358881e+02
1871                    	circle	1.3662325692807114e+01	6.6366557269876282e+01	4.4546709513284128e+01
1871.5                  	Top	1.2394816999553692e+02	1.5977285365365054e+02	1.3794200661360640e+02
1871.5                  	Bottom	1.2240961087086514e+02	1.5811532451452655e+02	1.3913929593099752e+02
1871.5                  	circle	1.3715275442530345e+01	6.6344504531165356e+01	4.4494763544926840e+01
1872                    	Top	1.2395117679158528e+02	1.5977225482938002e+02	1.3794473091652591e+02
1872                    	Bottom	1.2240657834209409e+02	1.5811765782083205e+02	1.3913621570984890e+02
1872                    	circle	1.4782153660068385e+01	6.6358146131322954e+01	4.4506091834659713e+01
1872.5                  	Top	1.2395450051105793e+02	1.5976881927919294e+02	1.3794436447803466e+02
1872.5                  	Bottom	1.2240494108065135e+02	1.5811913114481177e+02	1.3913617806846258e+02
1872.5                  	circle	1.6272849000447394e+01	6.6400732812981587e+01	4.4573157721960925e+01
1873                    	Top	1.2395666508641646e+02	1.5976379981931620e+02	1.3794117941782045e+02
1873                    	Bottom	1.2240519416374698e+02	1.5811883184303505e+02	1.3913901788405877e+02
1873                    	circle	1.7435145520812789e+01	6.6452686663340003e+01	4.4663223279721024e+01
1873.5                  	Top	1.2395685052856109e+02	1.5975946651700946e+02	1.3793665962111555e+02
1873.5                  	Bottom	1.2240707615602675e+02	1.5811677505273482e+02	1.3914348833970917e+02
