1 	-0.589784 	-2.22045e-16 	99.9615 	0 	-2.22045e-16 	99.9615 	0
1.05263 	450.378 	0.000925398 	91.352 	-9.28876e-21 	0.000925398 	91.352 	-9.28876e-21
1.10526 	823.248 	0.00132205 	83.4426 	0 	0.00132205 	83.4426 	0
1.15789 	1120.93 	0.000908793 	76.0899 	-5.51784e-20 	0.000908793 	76.0899 	-5.51784e-20
1.21053 	1355.35 	-0.000281615 	69.2471 	-1.48145e-26 	-0.000281615 	69.2471 	-1.48145e-26
1.26316 	1540.39 	-0.00170973 	62.8406 	2.28223e-19 	-0.00170973 	62.8406 	2.28223e-19
1.31579 	1686.3 	-0.00301624 	56.8114 	4.87261e-19 	-0.00301624 	56.8114 	4.87261e-19
1.36842 	1800.86 	-0.00402388 	51.1147 	3.35879e-19 	-0.00402388 	51.1147 	3.35879e-19
1.42105 	1889.08 	-0.00494119 	45.7263 	4.60385e-19 	-0.00494119 	45.7263 	4.60385e-19
1.47368 	1955.1 	-0.00538018 	40.723 	4.84192e-19 	-0.00538018 	40.723 	4.84192e-19
1.52632 	2005.52 	-0.00492911 	35.9907 	2.12428e-19 	-0.00492911 	35.9907 	2.12428e-19
1.57895 	2044 	-0.00368746 	31.4143 	-7.25704e-20 	-0.00368746 	31.4143 	-7.25704e-20
1.63158 	2072.29 	-0.00231365 	26.9404 	1.41692e-26 	-0.00231365 	26.9404 	1.41692e-26
1.68421 	2091.92 	-0.00141037 	22.6545 	3.10401e-26 	-0.00141037 	22.6545 	3.10401e-26
1.73684 	2105.15 	-0.000816119 	18.5334 	-2.05463e-26 	-0.000816119 	18.5334 	-2.05463e-26
1.78947 	2113.5 	-0.000433074 	14.5645 	3.03695e-26 	-0.000433074 	14.5645 	3.03695e-26
1.84211 	2118.2 	-0.000199021 	10.739 	-3.48958e-26 	-0.000199021 	10.739 	-3.48958e-26
1.89474 	2120.42 	-7.02455e-05 	7.04728 	-7.68742e-20 	-7.02455e-05 	7.04728 	-7.68742e-20
1.94737 	2121.2 	-1.28677e-05 	3.47305 	-5.12785e-20 	-1.28677e-05 	3.47305 	-5.12785e-20
2 	2121.31 	-1.43304e-19 	7.40432e-14 	1.82136e-34 	-1.43304e-19 	7.40432e-14 	1.82136e-34
