1 	-0.431303 	-2.22045e-16 	99.9615 	0 	-2.22045e-16 	99.9615 	0
1.05263 	450.846 	0.000912006 	91.4139 	-9.29949e-21 	0.000912006 	91.4139 	-9.29949e-21
1.10526 	824.476 	0.00129478 	83.5561 	0 	0.00129478 	83.5561 	0
1.15789 	1123.17 	0.000872045 	76.2461 	-5.53165e-20 	0.000872045 	76.2461 	-5.53165e-20
1.21053 	1358.73 	-0.000323783 	69.438 	-1.78431e-26 	-0.000323783 	69.438 	-1.78431e-26
1.26316 	1544.92 	-0.00175517 	63.0589 	2.29243e-19 	-0.00175517 	63.0589 	2.29243e-19
1.31579 	1691.97 	-0.00306341 	57.0507 	4.89623e-19 	-0.00306341 	57.0507 	4.89623e-19
1.36842 	1807.59 	-0.0040723 	51.3686 	3.37591e-19 	-0.0040723 	51.3686 	3.37591e-19
1.42105 	1896.76 	-0.00499262 	45.9887 	4.63064e-19 	-0.00499262 	45.9887 	4.63064e-19
1.47368 	1963.61 	-0.00543724 	40.988 	4.87071e-19 	-0.00543724 	40.988 	4.87071e-19
1.52632 	2014.73 	-0.00498994 	36.2531 	2.13691e-19 	-0.00498994 	36.2531 	2.13691e-19
1.57895 	2053.81 	-0.00374614 	31.669 	-7.30017e-20 	-0.00374614 	31.669 	-7.30017e-20
1.63158 	2082.6 	-0.00236256 	27.1818 	1.47045e-26 	-0.00236256 	27.1818 	1.47045e-26
1.68421 	2102.61 	-0.00144797 	22.8769 	3.23309e-26 	-0.00144797 	22.8769 	3.23309e-26
1.73684 	2116.11 	-0.000843273 	18.7315 	-2.0949e-26 	-0.000843273 	18.7315 	-2.0949e-26
1.78947 	2124.66 	-0.000450843 	14.7333 	3.10269e-26 	-0.000450843 	14.7333 	3.10269e-26
1.84211 	2129.48 	-0.00020911 	10.8732 	-3.58828e-26 	-0.00020911 	10.8732 	-3.58828e-26
1.89474 	2131.75 	-7.48835e-05 	7.14167 	-7.72949e-20 	-7.48835e-05 	7.14167 	-7.72949e-20
1.94737 	2132.57 	-1.42733e-05 	3.52269 	-5.15546e-20 	-1.42733e-05 	3.52269 	-5.15546e-20
2 	2132.67 	-1.59226e-19 	7.51438e-14 	1.83113e-34 	-1.59226e-19 	7.51438e-14 	1.83113e-34
